key,description,en,de_auto
homepage.stats.support.label,Label support,Customer Service,Kundendienst
homepage.testimonials.1.name,Nom du témoignage 1,Mathieu C.,Mathieu C.
homepage.testimonials.1.text,Texte du témoignage 1,"Excellent service! I ordered fitness equipment and I am very satisfied. The quality is excellent, the delivery was fast, and the packaging was neat. The equipment performs exactly as described and is sturdy, comfortable, and easy to use. It has greatly improved my workouts. I highly recommend it without hesitation.","Exzellenter Service! Ich habe Fitnessgeräte bestellt und bin sehr zufrieden. Die Qualität ist hervorragend, die Lieferung erfolgte schnell und die Verpackung war ordentlich. Die Geräte funktionieren genau wie beschrieben und sind robust, komfortabel und einfach zu bedienen. Sie haben mein Training deutlich verbessert. Ich kann sie uneingeschränkt empfehlen."
homepage.testimonials.2.name,Nom du témoignage 2,Elodie A.,Elodie A.
homepage.testimonials.2.text,Texte du témoignage 2,"Excellent value for money. I bought a complete electric bike and everything matched the description. The bike is powerful, comfortable, and well built, with a smooth ride and good range. Delivery was on time, the packaging was secure, and the product exceeded my expectations.","Ausgezeichnetes Preis-Leistungs-Verhältnis. Ich habe ein komplettes E-Bike gekauft, und alles entsprach der Beschreibung. Das Fahrrad ist leistungsstark, komfortabel und hochwertig verarbeitet, fährt sich angenehm und hat eine gute Reichweite. Die Lieferung erfolgte pünktlich, die Verpackung war sicher, und das Produkt hat meine Erwartungen übertroffen."
homepage.testimonials.3.name,Nom du témoignage 3,Claude P.,Claude P.
homepage.testimonials.3.text,Texte du témoignage 3,"Perfect! I ordered a stand-up paddle and I’m very satisfied. The product is high quality, the price is competitive, and the delivery went smoothly. The paddle is stable, well designed, and easy to use, making it great for both beginners and experienced riders. I will definitely be back!","Perfekt! Ich habe ein Stand-Up-Paddleboard bestellt und bin sehr zufrieden. Das Produkt ist hochwertig, der Preis ist wettbewerbsfähig und die Lieferung verlief reibungslos. Das Paddel ist stabil, gut designt und einfach zu bedienen – ideal für Anfänger und Fortgeschrittene. Ich werde definitiv wieder bestellen!"
homepage.testimonials.4.name,Nom du témoignage 4,Laura Q.,Laura Q.
homepage.testimonials.4.text,Texte du témoignage 4,Responsive customer service and quality products. I had a quick question before ordering and received a prompt and helpful reply. The golf equipment perfectly matches the photos and descriptions. The build quality is excellent and the products perform exactly as expected on the course. Very satisfied with my purchase!,Reaktionsschneller Kundenservice und hochwertige Produkte. Ich hatte vor der Bestellung eine kurze Frage und erhielt umgehend eine hilfreiche Antwort. Die Golfausrüstung entspricht exakt den Fotos und Beschreibungen. Die Verarbeitungsqualität ist hervorragend und die Produkte funktionieren auf dem Golfplatz genau wie erwartet. Ich bin sehr zufrieden mit meinem Kauf!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,FAQ,,#VALUE!
homepage.faq.1.question,Question FAQ 1,What are the delivery times?,Wie lange sind die Lieferzeiten?
homepage.faq.1.answer,Réponse FAQ 1,"Delivery times vary depending on your location and the seller. Generally, standard delivery takes between 15 and 30 business days. Some sellers offer express delivery (7-15 days) for an additional fee. You can check the exact delivery times on each AliExpress product page before placing your order.",Die Lieferzeiten variieren je nach Standort und Verkäufer. In der Regel dauert die Standardlieferung 15 bis 30 Werktage. Einige Verkäufer bieten gegen Aufpreis eine Expresslieferung (7–15 Tage) an. Die genauen Lieferzeiten können Sie vor Ihrer Bestellung auf der jeweiligen AliExpress-Produktseite einsehen.
homepage.faq.2.question,Question FAQ 2,What payment methods are accepted?,Welche Zahlungsmethoden werden akzeptiert?
homepage.faq.2.answer,Réponse FAQ 2,"AliExpress accepts several secure payment methods: credit cards (Visa, Mastercard), PayPal, bank transfer, and other methods depending on your country. All payments are secure and protected by AliExpress's Buyer Protection system. You will only be charged once your order has shipped.","AliExpress akzeptiert verschiedene sichere Zahlungsmethoden: Kreditkarten (Visa, Mastercard), PayPal, Banküberweisung und weitere, abhängig von Ihrem Land. Alle Zahlungen sind durch den AliExpress-Käuferschutz geschützt. Die Belastung Ihres Kontos erfolgt erst nach Versand Ihrer Bestellung."
homepage.faq.3.question,Question FAQ 3,Is there a warranty on the products?,Gibt es eine Garantie auf die Produkte?
homepage.faq.3.answer,Réponse FAQ 3,"Yes, all products sold on AliExpress are covered by the AliExpress Buyer Guarantee. This guarantee covers defective products, products that do not match the description, or products that were not received. You generally have 15 days after receipt to open a dispute if necessary. In addition, many sellers offer their own extended warranties (6 months, 1 year, etc.), which you can find on the product page.","Ja, alle auf AliExpress verkauften Produkte sind durch die AliExpress-Käufergarantie abgedeckt. Diese Garantie deckt defekte Produkte, Produkte, die nicht der Beschreibung entsprechen, oder nicht gelieferte Produkte ab. Sie haben in der Regel 15 Tage nach Erhalt Zeit, um gegebenenfalls einen Streitfall zu eröffnen. Darüber hinaus bieten viele Verkäufer eigene Garantieverlängerungen (6 Monate, 1 Jahr usw.) an, die Sie auf der Produktseite finden."
homepage.faq.4.question,Question FAQ 4,What should I do if there's a problem with my order?,"Was soll ich tun, wenn es ein Problem mit meiner Bestellung gibt?"
homepage.faq.4.answer,Réponse FAQ 4,"If you encounter a problem (defective product, not received, non-compliant), you can open a dispute directly from your AliExpress account in the ""My Orders"" section. AliExpress customer service will assist you in resolving the issue. Most disputes are resolved quickly, often in your favor if you provide the necessary evidence (photos, description of the problem).","Sollten Sie ein Problem haben (defektes Produkt, nicht erhalten, nicht konform), können Sie direkt über Ihr AliExpress-Konto im Bereich „Meine Bestellungen“ eine Streitigkeit eröffnen. Der AliExpress-Kundenservice unterstützt Sie bei der Lösung des Problems. Die meisten Streitfälle werden schnell und oft zu Ihren Gunsten gelöst, wenn Sie die erforderlichen Beweise (Fotos, Problembeschreibung) vorlegen."
homepage.faq.5.question,Question FAQ 5,Are the products authentic and of good quality?,Sind die Produkte authentisch und von guter Qualität?
homepage.faq.5.answer,Réponse FAQ 5,"We select only quality products from verified and positively rated sellers on AliExpress. Each product displays customer reviews and ratings, allowing you to check the quality before purchasing. We recommend reading reviews and checking photos shared by customers to ensure the product meets your expectations.","Wir wählen ausschließlich Qualitätsprodukte von verifizierten und positiv bewerteten Verkäufern auf AliExpress aus. Jedes Produkt wird mit Kundenrezensionen und -bewertungen angezeigt, sodass Sie die Qualität vor dem Kauf prüfen können. Wir empfehlen Ihnen, die Rezensionen zu lesen und die von Kunden geteilten Fotos anzusehen, um sicherzustellen, dass das Produkt Ihren Erwartungen entspricht."
homepage.bestsellers.title,Titre de la section Best Sellers,Best Sellers,Bestseller
button.view_products,"Texte bouton ""Voir les Produits""",View Products,Produkte ansehen
button.view_on_aliexpress,"Texte bouton ""Voir sur AliExpress""",View on AliExpress,Auf AliExpress ansehen
button.discover_reviews,"Texte bouton ""Découvrez les X avis""",Discover the,Entdecken Sie die
button.positive_reviews,"Texte ""avis positifs sur AliExpress""",Positive reviews on AliExpress,Positive Bewertungen auf AliExpress
